instance,task,episode,return,discounted_return
0,1,1,0.0,0.0
0,1,2,0.0,0.0
0,1,3,0.0,0.0
0,1,4,1.0,8.383391884169954e-05
0,1,5,0.0,0.0
0,1,6,0.0,0.0
0,1,7,0.0,0.0
0,1,8,1.0,0.0005887389471696016
0,1,9,0.0,0.0
0,1,10,0.0,0.0
0,1,11,1.0,4.7684740773055926e-05
0,1,12,1.0,5.0194463971637824e-05
0,1,13,0.0,0.0
0,1,14,0.0,0.0
0,1,15,0.0,0.0
0,1,16,0.0,0.0
0,1,17,0.0,0.0
0,1,18,0.0,0.0
0,1,19,0.0,0.0
0,1,20,1.0,0.0008430581474923332
0,1,21,1.0,0.00047953155208806027
0,1,22,0.0,0.0
0,1,23,1.0,0.0005047700548295372
0,1,24,0.0,0.0
0,1,25,1.0,5.561713459461255e-05
0,1,26,1.0,0.0027429292656853013
0,1,27,0.0,0.0
0,1,28,0.0,0.0
0,1,29,1.0,0.048494525249423104
0,1,30,1.0,0.01829958380610923
0,1,31,0.0,0.0
0,1,32,1.0,0.005624502759317297
0,1,33,1.0,0.0033675975668514537
0,1,34,0.0,0.0
0,1,35,1.0,0.0009341364515150507
0,1,36,2.0,0.08991673724162504
0,1,37,1.0,0.01651537438501358
0,1,38,1.0,3.883951938928388e-05
0,1,39,1.0,0.00012004788991027206
0,1,40,2.0,0.05960018073942926
0,1,41,1.0,0.0005593019998111216
0,1,42,1.0,0.0017287295506145167
0,1,43,1.0,0.01651537438501358
0,1,44,1.0,0.0012707750737405313
0,1,45,2.0,0.008265189482830577
0,1,46,1.0,0.0014821694984581211
0,1,47,1.0,0.0809947108175928
0,1,48,2.0,0.0049942133640439555
0,1,49,1.0,0.007268856709612724
0,1,50,1.0,0.003927800048813476
0,1,51,2.0,0.0063521839113144804
0,1,52,2.0,0.0067823059430927755
0,1,53,1.0,0.0006523423237336307
0,1,54,2.0,0.21572829472178556
0,1,55,2.0,0.028119995721711304
0,1,56,1.0,0.004581192650606184
0,1,57,3.0,0.03240658661694103
0,1,58,1.0,0.014159869113351015
0,1,59,2.0,0.20027162763892634
0,1,60,2.0,0.012912298927331445
0,1,61,2.0,0.12881438104275095
0,1,62,2.0,0.017238191364219817
0,1,63,2.0,0.031043177465412124
0,1,64,2.0,0.035828885209269995
0,1,65,3.0,0.16727794323243103
0,1,66,3.0,0.2592906669911199
0,1,67,1.0,0.007651428115381815
0,1,68,2.0,0.091761136990614
0,1,69,3.0,0.042993783032372994
0,1,70,3.0,0.14635895727636752
0,1,71,2.0,0.05999411008001307
0,1,72,3.0,0.054092279476269295
0,1,73,3.0,0.03650627970174434
0,1,74,3.0,0.08839110104624143
0,1,75,3.0,0.06332799435022352
0,1,76,3.0,0.04033505181280446
0,1,77,3.0,0.1431178591930796
0,1,78,3.0,0.025641570258285163
0,1,79,3.0,0.06061474740223966
0,1,80,2.0,0.0664439689796615
0,1,81,4.0,0.22630608440008726
0,1,82,2.0,0.16799887379438225
0,1,83,4.0,0.18503404233468662
0,1,84,3.0,0.13647586238030118
0,1,85,4.0,0.061172686134142513
0,1,86,3.0,0.024891698087668893
0,1,87,3.0,0.07823604551560835
0,1,88,4.0,0.07673932079531974
0,1,89,3.0,0.012742880560764917
0,1,90,4.0,0.2509138392134331
0,1,91,5.0,0.12527167305743728
0,1,92,3.0,0.010683544201805818
0,1,93,4.0,0.2507139022931087
0,1,94,5.0,0.27977248177724473
0,1,95,5.0,0.32109032804119414
0,1,96,4.0,0.10159843017856222
0,1,97,3.0,0.033070942541530327
0,1,98,5.0,0.2660631156503387
0,1,99,5.0,0.38322765031146
0,1,100,5.0,0.3064135809364784
0,1,101,4.0,0.13212246741689082
0,1,102,5.0,0.13011680176542553
0,1,103,5.0,0.2701812104578018
0,1,104,4.0,0.06565075861142308
0,1,105,6.0,0.397696784005451
0,1,106,5.0,0.3256263360176442
0,1,107,5.0,0.2232753095935306
0,1,108,6.0,0.37899015655859664
0,1,109,6.0,0.25729816062085753
0,1,110,6.0,0.1686068734422714
0,1,111,6.0,0.23371073761441494
0,1,112,6.0,0.19648025052855222
0,1,113,7.0,0.2752097343110571
0,1,114,7.0,0.2470746041352251
0,1,115,7.0,0.3221352951678418
0,1,116,6.0,0.34918153688445064
0,1,117,7.0,0.48284109945025006
0,1,118,7.0,0.4334527258626764
0,1,119,6.0,0.2778058499190792
0,1,120,8.0,0.3650994358783436
0,1,121,7.0,0.4242530049882405
0,1,122,7.0,0.36316655777340023
0,1,123,8.0,0.5202477821128817
0,1,124,7.0,0.3781194546602781
0,1,125,8.0,0.4253126859392299
0,1,126,8.0,0.4159059307946062
0,1,127,8.0,0.386361475208354
0,1,128,8.0,0.31985008628392414
0,1,129,9.0,0.5366867289864681
0,1,130,9.0,0.5522524644832278
0,1,131,8.0,0.48555270135736306
0,1,132,8.0,0.429927425365399
0,1,133,9.0,0.46191069062630463
0,1,134,8.0,0.5027183601201956
0,1,135,9.0,0.5585858572352791
0,1,136,8.0,0.4319619969690348
0,1,137,8.0,0.483951786992951
0,1,138,8.0,0.4539896136077437
0,1,139,9.0,0.4384370992006551
0,1,140,8.0,0.492783700921924
0,1,141,9.0,0.40632899677397394
0,1,142,8.0,0.33698096071307
0,1,143,9.0,0.5076937885984643
0,1,144,9.0,0.4720880977235333
0,1,145,8.0,0.3932572756367333
0,1,146,9.0,0.4512606276904203
0,1,147,9.0,0.5550515888639143
0,1,148,8.0,0.47283336538724197
0,1,149,8.0,0.3812029289603688
0,1,150,9.0,0.4181630843799125
0,1,151,9.0,0.5264273724201952
0,1,152,9.0,0.5442470144503513
0,1,153,9.0,0.5335929948532396
0,1,154,9.0,0.5156202642350324
0,1,155,8.0,0.524494581257353
0,1,156,8.0,0.47112906241128577
0,1,157,8.0,0.4288758733522707
0,1,158,9.0,0.52070806231599
0,1,159,8.0,0.43900010829290126
0,1,160,9.0,0.5011457509743712
0,1,161,9.0,0.4299465294637433
0,1,162,9.0,0.49571322185992583
0,1,163,9.0,0.4148743174300281
0,1,164,9.0,0.5023631097374073
0,1,165,8.0,0.4709484892322173
0,1,166,8.0,0.4137068315824122
0,1,167,8.0,0.4726407066380393
0,1,168,9.0,0.3759557353416593
0,1,169,8.0,0.4293010718065799
0,1,170,8.0,0.4024942874960469
0,1,171,9.0,0.4468668056200941
0,1,172,9.0,0.4781364958703945
0,1,173,9.0,0.49172595405910274
0,1,174,9.0,0.5528446753220817
0,1,175,9.0,0.5002276252269765
0,1,176,8.0,0.3329648960664178
0,1,177,9.0,0.4969723887494207
0,1,178,8.0,0.4545142971630635
0,1,179,8.0,0.47790923328886453
0,1,180,8.0,0.5283905613847283
0,1,181,9.0,0.4322536786712699
0,1,182,9.0,0.5041658110995569
0,1,183,9.0,0.42514534057377723
0,1,184,8.0,0.4921935419461617
0,1,185,8.0,0.5269905327315626
0,1,186,9.0,0.5476962230679113
0,1,187,8.0,0.36934466647223996
0,1,188,9.0,0.5075239119139051
0,1,189,9.0,0.4802615910883238
0,1,190,8.0,0.5091506539294868
0,1,191,8.0,0.4632882531298685
0,1,192,8.0,0.43842843135093434
0,1,193,9.0,0.46320494097047726
