instance,task,episode,return,discounted_return
0,1,1,0,0.0
0,1,2,0,0.0
0,1,3,0,0.0
0,1,4,0,0.0
0,1,5,0,0.0
0,1,6,0,0.0
0,1,7,0,0.0
0,1,8,0,0.0
0,1,9,0,0.0
0,1,10,0,0.0
0,1,11,0,0.0
0,1,12,2.0,0.7933556128440502
0,1,13,0,0.0
0,1,14,0,0.0
0,1,15,0,0.0
0,1,16,0,0.0
0,1,17,0,0.0
0,1,18,0,0.0
0,1,19,0,0.0
0,1,20,0,0.0
0,1,21,0,0.0
0,1,22,0,0.0
0,1,23,2.0,0.592773174798416
0,1,24,4.0,1.0336616855147855
0,1,25,0,0.0
0,1,26,2.0,0.49467737178773635
0,1,27,0,0.0
0,1,28,0,0.0
0,1,29,0,0.0
0,1,30,0,0.0
0,1,31,2.0,0.465728925896012
0,1,32,0,0.0
0,1,33,0,0.0
0,1,34,0,0.0
0,1,35,0,0.0
0,1,36,2.0,0.710321629410146
0,1,37,2.0,0.4384745387329446
0,1,38,2.0,0.43408979334561515
0,1,39,2.0,0.9317615503395867
0,1,40,2.0,0.5307324994954107
0,1,41,2.0,1.4068953899991383
0,1,42,2.0,0.47518510957658605
0,1,43,0,0.0
0,1,44,2.0,0.4473773479572948
0,1,45,10.0,3.635492653710546
0,1,46,2.0,0.30535946455181234
0,1,47,6.0,2.3866087817283286
0,1,48,0,0.0
0,1,49,0,0.0
0,1,50,4.0,0.6320313771026171
0,1,51,0,0.0
0,1,52,4.0,2.405598041480878
0,1,53,2.0,1.4068953899991383
0,1,54,8.0,2.3904620170500412
0,1,55,6.0,3.5402755206039873
0,1,56,10.0,3.643758245394107
0,1,57,8.0,2.757037186401898
0,1,58,6.0,2.2057295444589284
0,1,59,6.0,2.926900222916604
0,1,60,8.0,3.8297673423784997
0,1,61,4.0,2.3106597220777423
0,1,62,12.0,4.801817610890267
0,1,63,4.0,1.8588461559216871
0,1,64,10.0,3.412750339759353
0,1,65,10.0,3.4973418450669493
0,1,66,6.0,3.505231272982867
0,1,67,4.0,0.7988719509396464
0,1,68,14.0,5.200915231820351
0,1,69,12.0,4.274603233452818
0,1,70,14.0,5.3805567035246025
0,1,71,14.0,5.530453429162776
0,1,72,14.0,5.32991675562921
0,1,73,12.0,4.478800515220872
0,1,74,14.0,5.571720871013233
0,1,75,14.0,5.806457936432818
0,1,76,14.0,5.554916023101367
0,1,77,12.0,4.914953267936045
0,1,78,10.0,2.694819728397831
0,1,79,14.0,5.950220130708083
0,1,80,14.0,5.460062350121895
0,1,81,14.0,5.321739494693025
0,1,82,12.0,4.9379978346568185
0,1,83,16.0,5.765840515946196
0,1,84,14.0,5.866504174362058
0,1,85,14.0,5.38338155490125
0,1,86,14.0,5.1779615180806795
0,1,87,16.0,6.151418645828014
0,1,88,14.0,5.6310236251664465
0,1,89,14.0,5.717024468422016
0,1,90,14.0,5.747962891196319
0,1,91,14.0,5.358149300910855
0,1,92,14.0,5.269871186651901
0,1,93,14.0,5.726325335735715
0,1,94,16.0,6.171403901922285
0,1,95,14.0,5.834222728409013
0,1,96,14.0,5.284778576601094
0,1,97,16.0,6.23631857268112
0,1,98,14.0,5.884992655712441
0,1,99,14.0,5.109636575437427
0,1,100,14.0,5.276021441049178
0,1,101,14.0,5.448678624815195
0,1,102,14.0,5.403605059904586
0,1,103,14.0,5.560600925335474
0,1,104,14.0,5.312230892070476
0,1,105,14.0,5.7296634247088924
0,1,106,14.0,5.267753560646618
0,1,107,14.0,5.4364529331244915
0,1,108,12.0,4.967685636432664
0,1,109,14.0,5.29992418912655
0,1,110,14.0,5.517463569192342
0,1,111,16.0,6.186113339030856
0,1,112,14.0,5.251045055777926
0,1,113,14.0,5.493421892584477
0,1,114,14.0,5.231852089375708
0,1,115,12.0,4.528457364254526
0,1,116,12.0,4.965327736716816
0,1,117,14.0,5.259558089672105
0,1,118,14.0,5.007813554405223
0,1,119,14.0,5.093712526120882
0,1,120,16.0,6.269718840513233
0,1,121,16.0,5.9869650144272875
0,1,122,14.0,6.176843912754193
0,1,123,12.0,5.761141691488286
0,1,124,16.0,6.695350539069773
0,1,125,14.0,5.701039856445184
0,1,126,14.0,5.791273440423788
0,1,127,14.0,5.499595928579962
0,1,128,16.0,6.335198331578784
0,1,129,14.0,5.753089981039071
0,1,130,16.0,6.1474651937768865
0,1,131,14.0,5.759431254993884
0,1,132,16.0,6.6114929683414765
0,1,133,18.0,6.693071464184264
0,1,134,16.0,6.28047434463246
0,1,135,16.0,6.261060643066619
0,1,136,16.0,6.18233090245426
0,1,137,14.0,5.952531382724873
0,1,138,16.0,5.936204864557571
0,1,139,14.0,5.641235716178736
0,1,140,14.0,5.935805981584464
0,1,141,14.0,5.3448573659829375
0,1,142,14.0,5.268932555092105
0,1,143,14.0,5.3688880872988864
0,1,144,14.0,5.8232039451209605
0,1,145,14.0,5.711902316442259
0,1,146,16.0,6.075957963384015
0,1,147,16.0,6.099410597572916
0,1,148,16.0,6.327320016473475
0,1,149,16.0,6.476877663689688
0,1,150,16.0,6.480844843704682
0,1,151,14.0,5.645235894741284
0,1,152,16.0,6.355569820316852
0,1,153,16.0,6.587145289785483
0,1,154,16.0,6.33923997103312
0,1,155,14.0,5.420501104896419
0,1,156,14.0,5.772956196447072
0,1,157,16.0,6.210760278287488
0,1,158,14.0,5.396994189745489
0,1,159,14.0,5.505008169982492
0,1,160,14.0,5.220455482706072
0,1,161,16.0,6.317872933721765
0,1,162,14.0,4.949335465111124
0,1,163,14.0,5.940575049537417
0,1,164,14.0,5.491052520248817
0,1,165,14.0,5.884696504416039
0,1,166,16.0,6.229601709583193
0,1,167,14.0,5.592422835246955
0,1,168,16.0,6.515379768529278
0,1,169,16.0,6.394290786969826
0,1,170,16.0,6.2630747307688335
0,1,171,16.0,6.455325722642291
0,1,172,16.0,6.533972298236541
0,1,173,16.0,6.073609912174402
